,imdb_id,adult,budget,homepage,id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video
122,tt0114808,False,0,,37975,it,L'uomo delle stelle,The adventures and deceptions of a photographer who travels through the small villages of Sicily pretending that he is working for the big film studios in Rome.,1.702639,/zRLV8Gz4x3k4Dc4Zxbmz7jsqNoN.jpg,9/21/95,0,113,Released,"In the golden age of cinema, everyone dreams of becoming a star. One man promises to make all their dreams come true...",The Star Maker,False
123,tt0116324,False,7000000,,2074,en,Flirting with Disaster,"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).",5.579088,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,3/22/96,14702438,92,Released,"A comedy about sex, love, family and other accidents waiting to happen.",Flirting with Disaster,False
124,tt0110647,False,17000000,,27793,en,The NeverEnding Story III,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,6.252377,/driZCEKL79PaCsZNICSU3xd59sk.jpg,10/26/94,0,95,Released,It's a brand new beginning in the adventure that never ends,The Neverending Story III: Escape from Fantasia,False
125,tt0111055,False,0,,44284,ar,صمت القصور,The death of a prince brings a young woman back to the palace where she was born into servitude. The lingering legacy of the harem is brought into light from behind frosted windows and velvet curtains.,0.406754,/3M4bH7A2L6wrHeueTUwr5PKYkfS.jpg,9/30/94,0,116,Released,,The Silences of the Palace,False
126,tt0110217,False,0,,290157,en,Jupiter's Wife,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know Maggie over the next couple of years, and attempts to use her often outlandish stories as clues to reconstruct her past.
 - Written by James Meek",0.001178,/uUi23HjvDFYGfuVlCBGozUY1Ab4.jpg,1/1/95,0,87,Released,A Haunting Real Life Mystery,Jupiter's Wife,False
127,tt0114131,False,0,,110972,en,Pie in the Sky,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.,0.699066,/6KO5jsPOr80J8PkKXPE8fym5I2R.jpg,2/9/96,0,95,Released,The only thing that stands in the way of fate and true love is a little traffic.,Pie in the Sky,False
128,tt0112364,False,0,,32622,en,Angela,"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the cause of their mother's mental illness. Precocious, to say the least, Angela has visions of Lucifer coming to take her and her sister away, and one of her remedies for this is for them to remain within a circle of their dolls and toys until they see a vision of the virgin Mary come to them. But such thinking can only lead to an ending befitting of her own mental state.",2.197439,/dw5RWgSSDV5h3ZKS0oSzPe6A26p.jpg,1/1/95,0,99,Released,,Angela,False
129,tt0113107,False,0,,73067,it,Frankie Starlight,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,0.637554,/1cPX7MWnEYG21tSdEpWlFygZUwY.jpg,11/22/95,0,101,Released,Sometimes the brightest star is the one that shines within.,Frankie Starlight,False
130,tt0113451,False,50000000,,11863,en,Jade,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",11.418917,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,10/13/95,9851610,95,Released,Some fantasies go too far.,Jade,False
131,tt0114015,False,0,,55475,es,Nueba Yol,"Balbuena is a genial illegal immigrant who makes his way to New York City to take a bite out of the Big Apple. But his hopes of finding a better life soon begin to fade as Balbuena encounters one obstacle after another in the hardscrabble, uncaring metropolis.",0.29102100000000003,/1VNalbjNQkKejRnHW2XM6SwnCa0.jpg,8/16/95,0,102,Released,,Nueba Yol,False
132,tt0114500,False,0,,124636,en,Sonic Outlaws,"Within days after the release of Negativland's clever parody of U2 and Casey Kasem, recording industry giant Island Records descended upon the band with a battery of lawyers intent on erasing the piece from the history of rock music.  Craig ""Tribulation 99"" Baldwin follows this and other intellectual property controversies across the contemporary arts scene. Playful and ironic, his cut-and-paste collage-essay surveys the prospects for an ""electronic folk culture"" in the midst of an increasingly commodified corporate media landscape.",0.001838,/wU4NBvZdP1wTAq142OR5knnhfG5.jpg,8/1/95,0,87,Released,,Sonic Outlaws,False
133,tt0116130,False,0,,9101,en,Down Periscope,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!",5.184977,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,3/1/96,0,92,Released,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.",Down Periscope,False
134,tt0113125,False,0,,123360,en,From the Journals of Jean Seberg,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema, politics, American society and culture, and film theory to inform, entertain, and move the viewer. Seberg's many marriages, as well as her film roles, are discussed extensively. Her involvement with the Black Panther Movement and subsequent investigation by the FBI is covered. Notably, details of French New Wave cinema, Russian Expressionist (silent) films, and the careers of Jane Fonda, Vanessa Redgrave, and Clint Eastwood are also intensively examined. Much of the film is based on conjecture, but Rappaport encourages viewers to re-examine their ideas about women in film with this thought-provoking picture.",0.276401,/wfPHta8Wxm4LQVHU8tRhL8GCyIz.jpg,9/8/95,0,97,Released,,From the Journals of Jean Seberg,False
135,tt0113756,False,0,,5757,en,Man of the Year,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?",0.5404359999999999,/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg,9/15/95,209935,86,Released,He as a centerfold who revealed everything ... but the truth.,Man of the Year,False
136,tt0113952,False,0,,39428,en,The Neon Bible,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality of memory while creating a heartfelt portrait of a boy's life in a rural 1940s Southern town.",0.370342,/wpaZXRvhdNhmaedy8BMytuOXvGO.jpg,8/23/95,0,91,Released,,The Neon Bible,False
137,tt0114618,False,0,,124639,en,Target,A subtle yet violent commentary on feudal lords.,0.0012050000000000001,/z0ezqAFMeGYd5mLEWaN8jC9eczF.jpg,8/1/95,0,122,Released,,Target,False
138,tt0118055,False,60000000,,9302,en,Up Close & Personal,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",3.4027489999999996,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,3/1/96,0,119,Released,"Every Day we Have, is One More Than We Deserve.",Up Close & Personal,False
139,tt0115685,False,31000000,,11000,en,The Birdcage,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,6.499680000000001,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,3/8/96,185260553,117,Released,Come as you are.,The Birdcage,False
140,tt0113200,False,0,,249882,en,Gospa,"In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.",0.9185040000000001,/b8niK1RquKFR7TZBJbWN8zZPCcT.jpg,10/12/95,0,125,Released,,Virgin Mary,False
141,tt0112585,False,0,,16388,en,The Brothers McMullen,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.",2.039196,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,8/9/95,0,98,Released,Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,The Brothers McMullen,False
142,tt0112442,False,19000000,,9737,en,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",9.262184,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,4/7/95,141407024,118,Released,Whatcha gonna do?,Bad Boys,False
143,tt0112342,False,0,,30765,en,The Amazing Panda Adventure,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",2.375865,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg,8/25/95,0,81,Released,"In the sweeping highlands of China, a boy begins a magical journey to save the life of a natural wonder.",The Amazing Panda Adventure,False
144,tt0112461,False,0,,10474,en,The Basketball Diaries,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,7.415144000000001,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,4/21/95,0,102,Released,The true story of the death of innocence and the birth of an artist.,The Basketball Diaries,False
145,tt0112427,False,4000000,,22279,en,An Awfully Big Adventure,"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.",0.922958,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,7/21/95,851545,113,Released,,An Awfully Big Adventure,False
146,tt0109093,False,0,,30157,en,Amateur,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography.",1.7590119999999998,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,8/5/94,0,105,Released,"Accountancy, Murder, Amnesia, Torture, Ecstasy, Understanding, Redemption",Amateur,False
147,tt0112384,False,52000000,,568,en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",18.761467,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,6/30/95,355237933,140,Released,"Houston, we have a problem.",Apollo 13,False
148,tt0114287,False,28000000,,11780,en,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",10.193549,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,4/13/95,31596911,139,Released,Honor made him a man. Courage made him a hero. History made him a legend.,Rob Roy,False
149,tt0112288,False,0,,34996,en,The Addiction,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.,3.137285,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg,1/10/95,0,82,Released,The dark is their sunlight. What makes them different is what keeps them alive.,The Addiction,False
150,tt0112462,False,100000000,,414,en,Batman Forever,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",13.321354000000001,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,6/16/95,336529144,121,Released,"Courage now, truth always...",Batman Forever,False
151,tt0061395,False,0,,649,fr,Belle de jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",10.142662,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,5/24/67,0,101,Released,Luis Bunuel's Masterpiece of Erotica!,Belle de Jour,False
152,tt0112495,False,0,,1873,en,Beyond Rangoon,"Patricia Arquette stars as American widow Laura Bowman, a young doctor who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s, in this fictionalized drama based on actual events. Bowman initially left San Francisco with her sister (Frances McDormand) in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing.",2.04189,/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg,5/24/95,0,100,Released,Truth has a witness,Beyond Rangoon,False
153,tt0112541,False,2000000,http://miramax.com/movie/blue-in-the-face/,5894,en,Blue in the Face,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram.",11.528147,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,9/15/95,1275000,83,Released,Welcome to the planet Brooklyn.,Blue in the Face,False
154,tt0109370,False,11000000,,1775,en,Canadian Bacon,Canadian Bacon is the only fictitious film from Director Michael Moore. This comedy is about an American president who decides to go to war to bring the public’s opinion of him up during election time. Canadian Bacon is actor John Candy’s last film.,5.391556,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,6/8/95,178104,91,Released,"I'll tell ya another thing, their beer sucks!",Canadian Bacon,False
155,tt0112642,False,50000000,,8839,en,Casper,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",12.812539,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,5/26/95,287928194,100,Released,Get an afterlife,Casper,False
156,tt0112688,False,25000000,,20649,en,Clockers,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney.",4.558992,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,9/15/95,13071518,128,Released,"When there's murder on the streets, everyone is a suspect.",Clockers,False
157,tt0112715,False,50000000,,10329,en,Congo,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",7.260574,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,6/9/95,152022101,109,Released,Where you are the endangered species.,Congo,False
158,tt0112740,False,53000000,,8963,en,Crimson Tide,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",8.657364999999999,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,5/12/95,157387195,116,Released,Danger runs deep.,Crimson Tide,False
159,tt0109508,False,0,,26564,en,Crumb,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",3.6203879999999997,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,9/10/94,3174695,119,Released,Weird sex · Obsession · Comic books,Crumb,False
160,tt0112851,False,7000000,,8068,en,Desperado,A gunslinger is embroiled in a war with a local drug runner.,6.950458,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,8/25/95,25405445,104,Released,"When the smoke clears, it just means he's reloading.",Desperado,False
161,tt0112857,False,27000000,,8512,en,Devil in a Blue Dress,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head.",4.646132,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,9/15/95,16140822,102,Released,Private detective Easy Rawlins has been caught on the wrong side of the most dangerous secret in town.,Devil in a Blue Dress,False
162,tt0112864,False,90000000,,1572,en,Die Hard: With a Vengeance,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",15.138855,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,5/19/95,366101666,128,Released,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,False
163,tt0112887,False,0,,13552,en,The Doom Generation,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.",7.120806,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,10/27/95,0,80,Released,Sex. Violence. Whatever.,The Doom Generation,False
164,tt0113044,False,0,,259209,en,Feast of July,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.",0.523575,/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg,10/12/95,0,116,Released,There is no escape from the past.,Feast of July,False
165,tt0113071,False,55000000,,6520,en,First Knight,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",15.178338,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,7/7/95,127600435,134,Released,Their greatest battle would be for her love.,First Knight,False
166,tt0113114,False,0,,9073,en,Free Willy 2 - The Adventure Home,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,7.575098,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,7/19/95,0,95,Released,The adventure is back. The fun is back. Willy's back. And this time he's brought his whole family to meet an old friend ... and take on a new challenge.,Free Willy 2 - The Adventure Home,False
167,tt0113243,False,20000000,,10428,en,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",14.810519000000001,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,9/14/95,7563728,107,Released,"There is no right or wrong, only fun and boring",Hackers,False
168,tt0113464,False,0,,17447,en,Jeffrey,"Jeffery, a young gay man in New York, decides that sex is too much and decided to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying.",3.196456,/mdQd6vgt2sr8gCIVUucwxus29j1.jpg,8/18/95,0,92,Released,Love is an adventure when one of you is sure... and the other is positive.,Jeffrey,False
169,tt0113481,False,25000000,,9886,en,Johnny Mnemonic,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.  In a dystopian 2021, Johnny (Keanu Reeves) is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits - and will kill him if the data is not removed in time - but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",11.715867999999999,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,5/26/95,19075720,97,Released,The hottest data on earth. In the coolest head in town.,Johnny Mnemonic,False
170,tt0113492,False,90000000,,9482,en,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",8.184814999999999,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,6/30/95,113493481,96,Released,"In the future, one man is the law.",Judge Dredd,False
171,tt0113500,False,0,,19326,en,Jury Duty,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself.",3.676921,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,4/12/95,17014653,88,Released,For truth. For justice. For five bucks a day.,Jury Duty,False
172,tt0113540,False,1500000,,9344,en,Kids,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him.",4.877872,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,7/28/95,7412216,91,Released,,Kids,False
173,tt0113677,False,500000,,9071,en,Living in Oblivion,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.,10.058328999999999,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,1/20/95,1148752,89,Released,Nick is about to discover the first rule of filmmaking: if at first you don't succeed... PANIC!,Living in Oblivion,False
174,tt0113690,False,0,,8973,en,Lord of Illusions,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.",4.102409,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg,8/25/95,0,119,Released,Trust Nothing Except Your Fear.,Lord of Illusions,False
175,tt0107447,False,0,,15730,en,Love & Human Remains,"Dreary urban landscape of an anonymous Canadian city. Dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on roommates David, a gay waiter who has has given up on his acting career, and Candy, a book reviewer who is also David's ex-lover. David and Candy's lives are entangled with those of David's friends and Candy's dates.",0.354014,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg,5/20/93,0,100,Released,,Love & Human Remains,False
176,tt0113729,False,0,,47608,en,Mad Love,"Matt falls for Casey, the new girl in school. She's fun-loving and eccentric, but there's a darkness to her whimsy that Matt can't begin to comprehend. When Casey attempts to commit suicide, her parents place her in a mental institution. Matt springs her out, and together the young lovers head on a road trip. They believe their love can ""cure"" Casey's problems. Matt starts to wonder, though, if are they inspired or misguided.",2.624771,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,5/26/95,15453274,95,Released,A wild and sexy adventure!,Mad Love,False
177,tt0113749,False,6000000,,2293,en,Mallrats,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",8.255469999999999,/4saVIltqkhq9is5NmD7N87Q40M.jpg,10/20/95,2122561,94,Released,They're not there to shop. They're not there to work. They're just there.,Mallrats,False
178,tt0113820,False,15000000,http://www.powerrangers.com/,9070,en,Mighty Morphin Power Rangers: The Movie,"Power up with six incredible teens who out-maneuver and defeat evil everywhere as the Mighty Morphin Power Ranger, But this time the Power Rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen.",7.024227000000001,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,6/30/95,66000000,92,Released,The Power Is On!,Mighty Morphin Power Rangers: The Movie,False
179,tt0113851,False,0,,68274,en,Moonlight and Valentino,Four women who discover untapped strength within themselves when they finally let go of what divides them,1.01115,/wLwkTj5DRVNUnKSsNHdoka4QPLF.jpg,9/29/95,0,100,Released,"Virginity, sex, the big cry, and other salty topics.",Moonlight and Valentino,False
180,tt0110604,False,2,,48787,en,Mute Witness,"Billy is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy, Billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. Billy escapes and, with the help of her sister, Kate, alerts authorities about what she saw. Unfortunately, in doing so, she makes an enemy of the Russian mafia, who funded the snuff film.",2.466066,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,9/28/95,1,95,Released,She Can't Speak. She Can't Scream. She Can't Beg For Mercy.,Mute Witness,False
181,tt0110620,False,0,,34574,en,Nadja,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.",7.720056,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,9/13/94,0,93,Released,Unseen. Unforgiving. Undead.,Nadja,False
182,tt0113957,False,22000000,,1642,en,The Net,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...",13.304342000000002,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,7/28/95,110627965,114,Released,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,False
183,tt0113986,False,0,,11472,en,Nine Months,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",8.482834,/aYavA2TOqpWVcxQZ31mMlYKqoFM.jpg,7/12/95,69660733,103,Released,Ready or Not.,Nine Months,False
184,tt0114095,False,150000,,36196,en,Party Girl,"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment.",1.165039,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,6/9/95,472370,94,Released,"Sassy, savvy and definitely clued-in!",Party Girl,False
185,tt0114194,False,8,,11980,en,The Prophecy,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.",10.187623,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,9/1/95,16,98,Released,"On ancient ground, at the edge of the world, an evil born in heaven is about to be unleashed on earth.",The Prophecy,False
186,tt0114241,False,0,,58372,en,Reckless,"On Christmas eve, a relentlessly cheerful woman escapes from the killers hired by her husband, and embarks on a series of strange encounters.",0.11971300000000001,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg,11/17/95,0,91,Released,The most twisted Christmas ever.,Reckless,False
